course_id,course_title,subject_area,year,author,total_num_of_pages,language,summary,number_of_hits,format
TL0387,Ky thuat mang 6,An toan thong tin,2005,Pham Hoang Long,86,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,159,Paperback
TL0389,Ung dung vi dieu khien 5,Dien tu,2004,Pham Hoang Long,475,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,628,PDF
TL0391,Hoc may 6,Tri tue nhan tao,2005,Le Thi Dao,72,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,757,PDF
TL0392,An toan thong tin 7,He thong thong tin,2006,Nguyen Van Anh,298,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,434,Ebook
TL0394,Bao mat mang va an ninh 8,He thong thong tin,2007,Nguyen Van Anh,329,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,101,PDF
TL0398,Ung dung vi dieu khien 6,Dien tu,2005,Pham Hoang Long,150,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,988,Ebook
TL0399,Quan tri nhan luc 8,Kinh te,2007,Nguyen Van Anh,396,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,742,Paperback
TL0405,Quan tri kinh doanh 9,Kinh te,2008,Tran Minh Duc,405,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,337,PDF
TL0415,Thiet ke giao dien UI/UX 2,Cong nghe phan mem,2001,Nguyen Van Anh,423,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,233,Ebook
TL0417,Ky thuat mang 7,He thong thong tin,2006,Nguyen Van Anh,455,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,920,PDF
TL0418,Quan tri du lieu 2,He thong thong tin,2001,Tran Minh Duc,472,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,357,PDF
TL0420,Lap trinh web nang cao 5,Cong nghe phan mem,2004,Nguyen Van Anh,64,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,826,Paperback
TL0429,Thiet ke thuat toan 9,Tri tue nhan tao,2008,Bui Van Minh,205,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,895,PDF
TL0433,He thong phan tan 6,An toan thong tin,2005,Pham Hoang Long,173,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,296,Ebook
TL0436,Tri tue nhan tao 4,Tri tue nhan tao,2003,Le Thi Dao,407,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,102,PDF
TL0440,Thiet ke giao dien UI/UX 5,Cong nghe phan mem,2004,Tran Thi Bao,286,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,992,Ebook
TL0444,Quan ly chuoi cung ung 5,He thong thong tin,2004,Nguyen Van Anh,226,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,305,Ebook
TL0447,Quan tri nhan luc 9,Kinh te,2008,Nguyen Van Anh,434,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,630,Paperback
TL0455,Phat trien ung dung di dong 1,Cong nghe phan mem,2000,Hoang Van Chi,366,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,273,Paperback
TL0457,An toan thong tin 8,An toan thong tin,2007,Tran Thi Bao,119,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,124,Ebook
TL0461,Van hoa doanh nghiep 9,Kinh te,2008,Bui Van Minh,107,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,584,Paperback
TL0462,Tri tue nhan tao 5,Tri tue nhan tao,2004,Le Thi Dao,291,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,623,Paperback
TL0464,Ky thuat mang 8,He thong thong tin,2007,Nguyen Van Anh,407,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,703,PDF
TL0468,Quan tri nhan luc 10,Kinh te,2009,Nguyen Van Anh,267,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,763,Ebook
TL0470,Bao mat mang va an ninh 9,He thong thong tin,2008,Nguyen Van Anh,60,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,608,Ebook
TL0471,Quan tri du lieu 3,He thong thong tin,2002,Tran Minh Duc,139,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,488,PDF
TL0475,Quan tri kinh doanh 10,Kinh te,2009,Tran Minh Duc,51,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,265,Paperback
TL0482,Kinh te so 4,Kinh te,2003,Tran Minh Duc,490,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,699,Ebook
TL0489,Thiet ke thuat toan 10,Tri tue nhan tao,2009,Bui Van Minh,346,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,563,Paperback
TL0491,Lap trinh web nang cao 6,Cong nghe phan mem,2005,Nguyen Van Anh,458,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,613,Ebook
TL0494,Quan tri kinh doanh 11,Kinh te,2010,Tran Minh Duc,412,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,828,Paperback
TL0495,Quan tri kinh doanh 12,Kinh te,2011,Tran Minh Duc,111,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,128,PDF
TL0505,He thong phan tan 7,An toan thong tin,2006,Pham Hoang Long,483,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,121,PDF
TL0506,Lap trinh Python 6,Cong nghe phan mem,2005,Tran Thi Bao,115,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,811,Ebook
TL0507,Ung dung vi dieu khien 7,Dien tu,2006,Pham Hoang Long,77,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,237,Paperback
TL0509,Kinh te so 5,Kinh te,2004,Tran Minh Duc,110,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,649,Ebook
TL0513,Khoa hoc du lieu voi Python 6,Cong nghe phan mem,2005,Hoang Van Chi,475,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,419,Ebook
TL0530,Tri tue nhan tao 6,Tri tue nhan tao,2005,Le Thi Dao,431,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,784,Paperback
TL0543,Quan tri du lieu 4,He thong thong tin,2003,Tran Minh Duc,445,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,184,Paperback
TL0553,Lap trinh Python 7,Cong nghe phan mem,2006,Tran Thi Bao,60,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,323,Paperback
TL0554,He thong phan tan 8,An toan thong tin,2007,Pham Hoang Long,486,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,169,Ebook
TL0565,Marketing ky thuat so 6,Quan tri kinh doanh,2005,Hoang Van Chi,465,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,145,Ebook
TL0568,Quan tri nhan luc 11,Kinh te,2010,Nguyen Van Anh,152,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,688,Paperback
TL0569,Ky thuat mang 9,He thong thong tin,2008,Nguyen Van Anh,392,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,950,Ebook
TL0571,Bao mat mang va an ninh 10,He thong thong tin,2009,Nguyen Van Anh,53,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,220,Paperback
TL0573,Ung dung IoT 7,Dien tu,2006,Pham Hoang Long,169,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,188,Ebook
TL0575,Quan ly chuoi cung ung 6,Kinh te,2005,Nguyen Van Anh,494,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,576,Ebook
TL0582,Ung dung vi dieu khien 8,Dien tu,2007,Pham Hoang Long,319,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,493,PDF
TL0584,He thong phan tan 9,An toan thong tin,2008,Pham Hoang Long,409,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,495,PDF
TL0593,Marketing ky thuat so 7,Quan tri kinh doanh,2006,Hoang Van Chi,126,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,340,Paperback
TL0598,Quan ly chuoi cung ung 7,Kinh te,2006,Nguyen Van Anh,468,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,333,PDF
TL0599,Ky thuat mang 10,He thong thong tin,2009,Nguyen Van Anh,247,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,536,PDF
TL0600,He thong thong tin 5,He thong thong tin,2004,Nguyen Thi Tuyet,313,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,670,Ebook
TL0616,He thong thong tin 6,He thong thong tin,2005,Nguyen Thi Tuyet,442,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,178,Paperback
TL0620,Quan ly chuoi cung ung 8,Kinh te,2007,Nguyen Van Anh,291,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,257,PDF
TL0632,Thiet ke giao dien UI/UX 6,Cong nghe phan mem,2005,Tran Thi Bao,454,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,449,PDF
TL0635,Thiet ke vi mach 4,Dien tu,2003,Nguyen Thi Tuyet,389,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,300,Ebook
TL0636,Van hoa doanh nghiep 10,Kinh te,2009,Bui Van Minh,397,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,681,Paperback
TL0639,Lap trinh web nang cao 7,Cong nghe phan mem,2006,Nguyen Van Anh,343,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,378,PDF
TL0643,Quan tri du lieu 5,He thong thong tin,2004,Tran Minh Duc,130,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,664,PDF
TL0644,An toan thong tin 9,An toan thong tin,2008,Tran Thi Bao,326,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,344,PDF
TL0651,An toan thong tin 10,An toan thong tin,2009,Tran Thi Bao,229,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,564,Ebook
TL0654,Tri tue nhan tao 7,Tri tue nhan tao,2006,Le Thi Dao,225,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,164,PDF
TL0656,An toan thong tin 11,An toan thong tin,2010,Tran Thi Bao,83,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,871,Paperback
TL0660,Thiet ke giao dien UI/UX 7,Cong nghe phan mem,2006,Tran Thi Bao,474,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,422,Ebook
TL0665,Thiet ke vi mach 5,Dien tu,2004,Tran Minh Duc,182,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,190,Paperback
TL0672,Ung dung IoT 8,Dien tu,2007,Nguyen Thi Tuyet,421,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,958,Ebook
TL0678,He thong thong tin 7,He thong thong tin,2006,Nguyen Thi Tuyet,99,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,918,Ebook
TL0680,Quan tri du lieu 6,He thong thong tin,2005,Tran Minh Duc,240,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,133,PDF
TL0688,Van hoa doanh nghiep 11,Kinh te,2010,Bui Van Minh,272,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,505,Ebook
TL0690,Ky thuat mang 11,He thong thong tin,2010,Nguyen Van Anh,295,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,991,Paperback
TL0695,Lap trinh Python 8,Cong nghe phan mem,2007,Tran Thi Bao,245,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,483,PDF
TL0704,He thong phan tan 10,An toan thong tin,2009,Pham Hoang Long,279,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,486,Ebook
TL0706,He thong phan tan 11,An toan thong tin,2010,Pham Hoang Long,75,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,160,Paperback
TL0710,Kinh te so 6,Quan tri kinh doanh,2005,Nguyen Thi Tuyet,476,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,959,PDF
TL0718,Phat trien ung dung di dong 9,Cong nghe phan mem,2008,Tran Thi Bao,331,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,683,Ebook
TL0732,Khoa hoc du lieu voi Python 7,Cong nghe phan mem,2006,Hoang Van Chi,225,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,394,Paperback
TL0735,Ung dung IoT 9,Dien tu,2008,Nguyen Thi Tuyet,341,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,251,Paperback
TL0736,Ky thuat mang 12,He thong thong tin,2011,Nguyen Van Anh,207,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,201,Ebook
TL0738,Ung dung vi dieu khien 9,Dien tu,2008,Pham Hoang Long,485,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,392,PDF
TL0740,Marketing ky thuat so 8,Quan tri kinh doanh,2007,Tran Thi Bao,129,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,385,PDF
TL0741,Ung dung vi dieu khien 10,Dien tu,2009,Pham Hoang Long,101,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,886,PDF
TL0742,Bao mat mang va an ninh 11,He thong thong tin,2010,Nguyen Van Anh,463,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,349,PDF
TL0744,Phat trien ung dung di dong 10,Cong nghe phan mem,2009,Tran Thi Bao,285,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,995,PDF
TL0748,He thong thong tin 8,He thong thong tin,2007,Nguyen Thi Tuyet,71,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,538,Ebook
TL0750,Phat trien ung dung di dong 11,Cong nghe phan mem,2010,Tran Thi Bao,330,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,536,Ebook
TL0752,Quan tri kinh doanh 13,Kinh te,2012,Tran Minh Duc,497,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,170,Ebook
TL0753,Thiet ke vi mach 6,Dien tu,2005,Tran Minh Duc,271,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,450,Ebook
TL0759,Quan tri du lieu 7,He thong thong tin,2006,Tran Minh Duc,499,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,188,Paperback
TL0761,Lap trinh web nang cao 8,Cong nghe phan mem,2007,Nguyen Van Anh,161,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,681,Ebook
TL0766,Marketing ky thuat so 9,Quan tri kinh doanh,2008,Tran Thi Bao,442,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,577,Ebook
TL0768,Marketing ky thuat so 10,Quan tri kinh doanh,2009,Tran Thi Bao,99,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,838,Paperback
TL0769,Khoa hoc du lieu voi Python 8,Tri tue nhan tao,2007,Bui Van Minh,429,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,169,Ebook
TL0770,Ung dung vi dieu khien 11,Dien tu,2010,Pham Hoang Long,354,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,785,Paperback
TL0775,Thiet ke thuat toan 11,Tri tue nhan tao,2010,Bui Van Minh,218,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,165,Paperback
TL0782,Kinh te so 7,Quan tri kinh doanh,2006,Nguyen Thi Tuyet,274,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,627,PDF
TL0783,Quan ly chuoi cung ung 9,Kinh te,2008,Nguyen Van Anh,300,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,981,Ebook
TL0787,Lap trinh Python 9,Cong nghe phan mem,2008,Tran Thi Bao,351,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,432,Paperback
TL0790,An toan thong tin 12,An toan thong tin,2011,Tran Thi Bao,57,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,890,PDF
TL0799,Bao mat mang va an ninh 12,He thong thong tin,2011,Nguyen Van Anh,406,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,920,Paperback
TL0820,Lap trinh web nang cao 9,Cong nghe phan mem,2008,Tran Thi Bao,60,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,120,PDF
TL0826,Thiet ke vi mach 7,Dien tu,2006,Tran Minh Duc,109,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,693,PDF
TL0828,Kinh te so 8,Quan tri kinh doanh,2007,Nguyen Thi Tuyet,378,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,814,Paperback
TL0829,He thong thong tin 9,He thong thong tin,2008,Nguyen Thi Tuyet,464,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,856,Ebook
TL0830,Phat trien ung dung di dong 12,Cong nghe phan mem,2011,Tran Thi Bao,75,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,331,Ebook
TL0831,Quan tri du lieu 8,He thong thong tin,2007,Tran Minh Duc,443,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,125,Ebook
TL0832,Thiet ke vi mach 8,Dien tu,2007,Tran Minh Duc,184,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,400,PDF
TL0840,Hoc may 7,Tri tue nhan tao,2006,Le Thi Dao,72,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,195,Ebook
TL0846,Bao mat mang va an ninh 13,He thong thong tin,2012,Nguyen Van Anh,348,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,684,Paperback
TL0852,Ky thuat mang 13,He thong thong tin,2012,Nguyen Van Anh,80,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,496,Paperback
TL0856,An toan thong tin 13,An toan thong tin,2012,Tran Thi Bao,238,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,509,Ebook
TL0863,Phat trien ung dung di dong 13,Cong nghe phan mem,2012,Tran Thi Bao,322,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,891,Ebook
TL0869,He thong phan tan 12,An toan thong tin,2011,Pham Hoang Long,457,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,447,PDF
TL0870,Quan tri du lieu 9,He thong thong tin,2008,Tran Minh Duc,175,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,396,PDF
TL0881,Quan ly chuoi cung ung 10,Kinh te,2009,Nguyen Van Anh,487,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,150,Paperback
TL0884,Ung dung IoT 10,Tri tue nhan tao,2009,Bui Van Minh,430,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,989,PDF
TL0887,Lap trinh web nang cao 10,Cong nghe phan mem,2009,Tran Thi Bao,193,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,956,Paperback
TL0889,Lap trinh web nang cao 11,Cong nghe phan mem,2010,Tran Thi Bao,443,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,932,Paperback
TL0906,Ung dung IoT 11,Tri tue nhan tao,2010,Bui Van Minh,171,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,138,Ebook
TL0909,Khoa hoc du lieu voi Python 9,Tri tue nhan tao,2008,Bui Van Minh,245,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,633,PDF
TL0913,Khoa hoc du lieu voi Python 10,Tri tue nhan tao,2009,Bui Van Minh,259,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,123,Ebook
TL0923,Khoa hoc du lieu voi Python 11,Tri tue nhan tao,2010,Bui Van Minh,168,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,363,Paperback
TL0928,Tri tue nhan tao 8,Tri tue nhan tao,2007,Bui Van Minh,118,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,802,Ebook
TL0941,He thong phan tan 13,An toan thong tin,2012,Pham Hoang Long,440,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,633,Ebook
TL0952,Khoa hoc du lieu voi Python 12,Tri tue nhan tao,2011,Bui Van Minh,50,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,655,Paperback
TL0954,Hoc may 8,Tri tue nhan tao,2007,Le Thi Dao,261,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,374,Paperback
TL0959,Ung dung IoT 12,Tri tue nhan tao,2011,Bui Van Minh,404,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,954,PDF
TL0966,Quan tri du lieu 10,He thong thong tin,2009,Tran Minh Duc,439,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,790,PDF
TL0970,Kinh te so 9,Quan tri kinh doanh,2008,Nguyen Thi Tuyet,245,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,420,Ebook
TL0972,Van hoa doanh nghiep 12,Kinh te,2011,Bui Van Minh,415,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,767,Ebook
TL0974,Hoc may 9,Tri tue nhan tao,2008,Le Thi Dao,86,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,678,Paperback
TL0988,Van hoa doanh nghiep 13,Kinh te,2012,Bui Van Minh,475,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Kinh te,492,PDF
TL0989,He thong phan tan 14,An toan thong tin,2013,Pham Hoang Long,231,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,634,PDF
TL0992,Hoc may 10,Tri tue nhan tao,2009,Le Thi Dao,150,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,379,Paperback
TL0997,Kinh te so 10,Quan tri kinh doanh,2009,Nguyen Thi Tuyet,118,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,584,PDF
TL1009,Quan tri nhan luc 12,Quan tri kinh doanh,2011,Tran Thi Bao,279,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,442,Paperback
TL1014,An toan thong tin 14,He thong thong tin,2013,Nguyen Van Anh,113,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,841,PDF
TL1017,He thong phan tan 15,An toan thong tin,2014,Pham Hoang Long,112,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,331,Paperback
TL1020,An toan thong tin 15,He thong thong tin,2014,Nguyen Van Anh,115,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,988,Paperback
TL1022,Marketing ky thuat so 11,Quan tri kinh doanh,2010,Tran Thi Bao,401,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,185,PDF
TL1025,Khoa hoc du lieu voi Python 13,Tri tue nhan tao,2012,Bui Van Minh,201,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,780,Ebook
TL1036,Tri tue nhan tao 9,Tri tue nhan tao,2008,Bui Van Minh,380,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,395,PDF
TL1038,Lap trinh Python 10,Cong nghe phan mem,2009,Tran Thi Bao,179,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,746,PDF
TL1047,Quan ly chuoi cung ung 11,He thong thong tin,2010,Nguyen Van Anh,260,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,767,Ebook
TL1058,Thiet ke thuat toan 12,An toan thong tin,2011,Tran Thi Bao,393,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,240,PDF
TL1061,An toan thong tin 16,He thong thong tin,2015,Nguyen Van Anh,149,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,555,Paperback
TL1064,Ky thuat mang 14,He thong thong tin,2013,Nguyen Van Anh,228,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,433,Ebook
TL1065,He thong thong tin 10,He thong thong tin,2009,Nguyen Thi Tuyet,445,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh He thong thong tin,237,PDF
TL1066,Thiet ke thuat toan 13,Tri tue nhan tao,2012,Bui Van Minh,180,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Tri tue nhan tao,767,Paperback
TL1069,Ung dung vi dieu khien 12,Dien tu,2011,Pham Hoang Long,314,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,999,Ebook
TL1070,Marketing ky thuat so 12,Quan tri kinh doanh,2011,Tran Thi Bao,328,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,153,Ebook
TL1071,He thong phan tan 16,An toan thong tin,2015,Pham Hoang Long,292,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh An toan thong tin,801,PDF
TL1072,Phat trien ung dung di dong 14,Cong nghe phan mem,2013,Tran Thi Bao,117,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Cong nghe phan mem,505,PDF
TL1076,Ung dung vi dieu khien 13,Dien tu,2012,Pham Hoang Long,138,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,362,Ebook
TL1088,Ung dung IoT 13,Dien tu,2012,Nguyen Thi Tuyet,87,Tieng Viet,Tai lieu nay rat huu ich cho sinh vien nganh Dien tu,164,PDF
TL1090,Quan tri nhan luc 13,Quan tri kinh doanh,2012,Tran Thi Bao,432,Tieng Anh,Tai lieu nay rat huu ich cho sinh vien nganh Quan tri kinh doanh,274,Ebook
